"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"서울특별시 동대문구 용신동(1123053600)","38,430","38,430","1,998","1,921","7,044","7,029","5,527","5,557","5,032","2,705","1,451","159","7","18,974","18,974","986","983","3,132","3,530","2,930","2,926","2,598","1,239","599","50","1","19,456","19,456","1,012","938","3,912","3,499","2,597","2,631","2,434","1,466","852","109","6"
"서울특별시 동대문구 제기동(1123054500)","23,213","23,213","813","1,188","4,421","2,988","2,644","3,490","3,742","2,452","1,317","150","8","11,893","11,893","403","618","2,345","1,674","1,455","1,873","1,831","1,114","536","43","1","11,320","11,320","410","570","2,076","1,314","1,189","1,617","1,911","1,338","781","107","7"
"서울특별시 동대문구 전농제1동(1123056000)","31,784","31,784","1,946","2,039","4,814","4,412","4,685","5,212","4,686","2,539","1,290","155","6","15,788","15,788","977","1,032","2,340","2,248","2,450","2,688","2,381","1,132","504","36","0","15,996","15,996","969","1,007","2,474","2,164","2,235","2,524","2,305","1,407","786","119","6"
"서울특별시 동대문구 전농제2동(1123057000)","18,026","18,026","997","1,572","2,023","2,100","2,692","3,148","2,893","1,622","894","83","2","8,592","8,592","500","781","986","1,077","1,316","1,515","1,308","706","373","29","1","9,434","9,434","497","791","1,037","1,023","1,376","1,633","1,585","916","521","54","1"
"서울특별시 동대문구 답십리제1동(1123060000)","27,894","27,894","2,315","1,909","3,844","4,839","4,646","4,060","3,505","1,799","866","103","8","13,417","13,417","1,189","953","1,700","2,284","2,369","2,012","1,737","819","329","24","1","14,477","14,477","1,126","956","2,144","2,555","2,277","2,048","1,768","980","537","79","7"
"서울특별시 동대문구 답십리제2동(1123061000)","27,519","27,519","1,574","1,733","3,180","4,229","3,810","4,584","4,465","2,519","1,275","149","1","13,280","13,280","765","860","1,585","2,152","1,930","2,235","2,091","1,111","510","41","0","14,239","14,239","809","873","1,595","2,077","1,880","2,349","2,374","1,408","765","108","1"
"서울특별시 동대문구 장안제1동(1123065000)","37,492","37,492","2,119","2,515","4,914","5,961","6,135","5,758","5,605","3,122","1,221","135","7","18,507","18,507","1,121","1,248","2,274","3,097","3,163","2,895","2,689","1,468","527","24","1","18,985","18,985","998","1,267","2,640","2,864","2,972","2,863","2,916","1,654","694","111","6"
"서울특별시 동대문구 장안제2동(1123066000)","32,582","32,582","2,478","2,858","3,703","4,722","5,753","5,013","4,499","2,461","970","121","4","16,144","16,144","1,269","1,550","1,855","2,351","2,904","2,509","2,134","1,152","394","25","1","16,438","16,438","1,209","1,308","1,848","2,371","2,849","2,504","2,365","1,309","576","96","3"
"서울특별시 동대문구 청량리동(1123070500)","18,767","18,767","622","944","2,230","2,157","2,185","3,066","3,791","2,378","1,207","184","3","9,273","9,273","314","488","1,120","1,176","1,153","1,562","1,881","1,055","475","48","1","9,494","9,494","308","456","1,110","981","1,032","1,504","1,910","1,323","732","136","2"
"서울특별시 동대문구 회기동(1123071000)","10,444","10,444","316","732","3,479","1,451","1,181","1,219","964","636","410","54","2","4,929","4,929","153","355","1,570","776","574","632","439","261","154","13","2","5,515","5,515","163","377","1,909","675","607","587","525","375","256","41","0"
"서울특별시 동대문구 휘경제1동(1123072000)","13,742","13,742","678","781","3,684","2,090","1,622","1,874","1,508","942","494","67","2","6,491","6,491","344","377","1,529","1,108","835","899","757","412","208","22","0","7,251","7,251","334","404","2,155","982","787","975","751","530","286","45","2"
"서울특별시 동대문구 휘경제2동(1123073000)","24,320","24,320","966","1,916","5,904","3,025","3,167","3,528","3,008","1,844","858","101","3","12,111","12,111","514","917","3,066","1,619","1,597","1,769","1,424","827","345","32","1","12,209","12,209","452","999","2,838","1,406","1,570","1,759","1,584","1,017","513","69","2"
"서울특별시 동대문구 이문제1동(1123074000)","17,855","17,855","570","1,168","5,173","2,057","2,009","2,486","2,095","1,366","843","84","4","8,824","8,824","280","595","2,464","1,170","1,040","1,286","1,039","584","337","28","1","9,031","9,031","290","573","2,709","887","969","1,200","1,056","782","506","56","3"
"서울특별시 동대문구 이문제2동(1123075000)","19,453","19,453","1,003","1,591","2,689","2,320","2,779","3,318","2,881","1,874","902","95","1","9,346","9,346","517","818","1,210","1,165","1,412","1,634","1,403","805","356","25","1","10,107","10,107","486","773","1,479","1,155","1,367","1,684","1,478","1,069","546","70","0"
"서울특별시 중랑구 (1126000000)","382,390","382,390","19,293","24,062","50,357","57,630","53,456","64,553","63,304","33,077","14,765","1,834","59","187,618","187,618","9,824","12,336","24,168","29,423","27,853","31,866","30,644","15,090","5,960","443","11","194,772","194,772","9,469","11,726","26,189","28,207","25,603","32,687","32,660","17,987","8,805","1,391","48"
"서울특별시 중랑구 면목제2동(1126052000)","23,697","23,697","960","1,355","2,928","3,419","3,263","4,468","4,125","2,102","949","125","3","11,776","11,776","493","688","1,412","1,805","1,725","2,271","2,003","954","389","35","1","11,921","11,921","467","667","1,516","1,614","1,538","2,197","2,122","1,148","560","90","2"
"서울특별시 중랑구 면목제4동(1126054000)","18,231","18,231","868","1,105","2,227","2,470","2,684","3,187","2,972","1,877","762","76","3","9,087","9,087","447","586","1,148","1,287","1,432","1,625","1,441","777","319","24","1","9,144","9,144","421","519","1,079","1,183","1,252","1,562","1,531","1,100","443","52","2"
"서울특별시 중랑구 면목제5동(1126055000)","14,607","14,607","1,313","854","1,512","2,487","2,398","2,354","2,132","1,046","461","48","2","7,281","7,281","652","440","768","1,251","1,284","1,172","1,039","485","181","9","0","7,326","7,326","661","414","744","1,236","1,114","1,182","1,093","561","280","39","2"
"서울특별시 중랑구 면목본동(1126056500)","32,863","32,863","1,248","1,623","4,809","5,346","4,489","5,850","5,268","2,840","1,244","143","3","16,207","16,207","662","799","2,298","2,809","2,392","2,917","2,557","1,233","512","26","2","16,656","16,656","586","824","2,511","2,537","2,097","2,933","2,711","1,607","732","117","1"
"서울특별시 중랑구 면목제7동(1126057000)","21,222","21,222","1,030","1,066","2,731","3,261","2,863","3,608","3,707","2,026","819","109","2","10,573","10,573","554","565","1,321","1,667","1,534","1,824","1,795","946","337","30","0","10,649","10,649","476","501","1,410","1,594","1,329","1,784","1,912","1,080","482","79","2"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,505","24,505","942","1,238","3,363","3,574","3,190","4,371","4,397","2,307","1,006","115","2","12,096","12,096","467","630","1,670","1,897","1,709","2,154","2,065","1,070","412","22","0","12,409","12,409","475","608","1,693","1,677","1,481","2,217","2,332","1,237","594","93","2"
"서울특별시 중랑구 상봉제1동(1126058000)","23,233","23,233","1,495","1,748","2,961","3,393","3,283","3,961","3,784","1,720","793","94","1","11,292","11,292","756","932","1,454","1,688","1,678","1,861","1,838","754","320","11","0","11,941","11,941","739","816","1,507","1,705","1,605","2,100","1,946","966","473","83","1"
"서울특별시 중랑구 상봉제2동(1126059000)","20,375","20,375","751","655","4,130","4,757","2,455","2,892","2,697","1,365","579","86","8","9,740","9,740","375","346","1,668","2,336","1,303","1,466","1,346","627","245","27","1","10,635","10,635","376","309","2,462","2,421","1,152","1,426","1,351","738","334","59","7"
"서울특별시 중랑구 중화제1동(1126060000)","18,811","18,811","932","1,174","2,347","2,998","2,598","2,998","3,249","1,738","709","66","2","9,262","9,262","471","593","1,150","1,555","1,393","1,430","1,538","814","296","21","1","9,549","9,549","461","581","1,197","1,443","1,205","1,568","1,711","924","413","45","1"
"서울특별시 중랑구 중화제2동(1126061000)","23,864","23,864","869","990","3,283","3,618","3,064","4,256","4,430","2,156","1,082","115","1","12,220","12,220","467","548","1,605","1,913","1,674","2,236","2,306","994","443","34","0","11,644","11,644","402","442","1,678","1,705","1,390","2,020","2,124","1,162","639","81","1"
"서울특별시 중랑구 묵제1동(1126062000)","33,748","33,748","1,768","2,927","4,721","4,552","5,172","5,477","4,963","2,788","1,239","137","4","16,102","16,102","885","1,504","2,168","2,236","2,544","2,634","2,294","1,276","531","30","0","17,646","17,646","883","1,423","2,553","2,316","2,628","2,843","2,669","1,512","708","107","4"
"서울특별시 중랑구 묵제2동(1126063000)","18,179","18,179","803","1,049","2,436","2,689","2,588","3,098","3,049","1,662","726","76","3","8,864","8,864","403","550","1,182","1,374","1,327","1,525","1,418","757","303","24","1","9,315","9,315","400","499","1,254","1,315","1,261","1,573","1,631","905","423","52","2"
"서울특별시 중랑구 망우본동(1126065500)","35,443","35,443","2,376","2,050","4,436","5,811","4,898","5,498","5,919","2,930","1,337","180","8","17,502","17,502","1,207","998","2,039","2,955","2,604","2,768","2,995","1,382","513","40","1","17,941","17,941","1,169","1,052","2,397","2,856","2,294","2,730","2,924","1,548","824","140","7"
"서울특별시 중랑구 망우제3동(1126066000)","15,763","15,763","570","886","2,021","1,977","1,986","3,028","2,979","1,524","674","116","2","7,928","7,928","291","415","1,019","1,072","1,039","1,530","1,536","717","279","29","1","7,835","7,835","279","471","1,002","905","947","1,498","1,443","807","395","87","1"
"서울특별시 중랑구 신내1동(1126068000)","38,032","38,032","2,359","3,855","4,289","4,565","5,707","6,189","6,195","3,145","1,496","225","7","18,319","18,319","1,189","1,992","2,185","2,238","2,798","2,914","2,922","1,470","567","44","0","19,713","19,713","1,170","1,863","2,104","2,327","2,909","3,275","3,273","1,675","929","181","7"
"서울특별시 중랑구 신내2동(1126069000)","19,817","19,817","1,009","1,487","2,163","2,713","2,818","3,318","3,438","1,851","889","123","8","9,369","9,369","505","750","1,081","1,340","1,417","1,539","1,551","834","313","37","2","10,448","10,448","504","737","1,082","1,373","1,401","1,779","1,887","1,017","576","86","6"
"서울특별시 성북구 (1129000000)","426,892","426,892","24,367","35,360","65,027","56,286","63,949","70,665","58,179","33,492","17,343","2,167","57","204,851","204,851","12,475","17,960","30,665","28,181","31,413","34,820","27,342","14,553","6,846","581","15","222,041","222,041","11,892","17,400","34,362","28,105","32,536","35,845","30,837","18,939","10,497","1,586","42"
"서울특별시 성북구 성북동(1129052500)","15,967","15,967","629","1,068","2,553","2,504","2,222","2,708","2,143","1,224","778","133","5","7,423","7,423","318","547","1,157","1,216","1,041","1,269","998","521","313","40","3","8,544","8,544","311","521","1,396","1,288","1,181","1,439","1,145","703","465","93","2"
"서울특별시 성북구 삼선동(1129055500)","22,221","22,221","806","1,691","4,178","3,084","3,016","3,793","2,838","1,702","1,001","106","6","10,560","10,560","412","864","1,873","1,518","1,484","1,916","1,375","708","372","36","2","11,661","11,661","394","827","2,305","1,566","1,532","1,877","1,463","994","629","70","4"
"서울특별시 성북구 동선동(1129057500)","15,043","15,043","417","868","4,668","2,401","1,784","1,899","1,452","932","549","71","2","6,231","6,231","195","349","1,410","1,166","866","932","675","412","205","21","0","8,812","8,812","222","519","3,258","1,235","918","967","777","520","344","50","2"
"서울특별시 성북구 돈암제1동(1129058000)","14,293","14,293","672","1,079","1,864","1,865","1,847","2,604","2,336","1,282","664","78","2","6,657","6,657","339","521","853","911","888","1,235","1,079","566","243","22","0","7,636","7,636","333","558","1,011","954","959","1,369","1,257","716","421","56","2"
"서울특별시 성북구 돈암제2동(1129059000)","23,449","23,449","1,651","2,623","2,708","2,727","3,912","4,331","2,976","1,547","819","152","3","11,085","11,085","840","1,300","1,356","1,289","1,796","2,061","1,408","679","318","37","1","12,364","12,364","811","1,323","1,352","1,438","2,116","2,270","1,568","868","501","115","2"
"서울특별시 성북구 안암동(1129060000)","14,985","14,985","367","759","5,512","2,032","1,414","1,916","1,485","901","525","72","2","7,572","7,572","191","407","2,844","1,153","717","941","720","390","186","22","1","7,413","7,413","176","352","2,668","879","697","975","765","511","339","50","1"
"서울특별시 성북구 보문동(1129061000)","16,219","16,219","972","992","2,685","2,812","2,310","2,661","2,040","1,132","544","69","2","7,765","7,765","499","468","1,245","1,409","1,178","1,298","960","477","209","22","0","8,454","8,454","473","524","1,440","1,403","1,132","1,363","1,080","655","335","47","2"
"서울특별시 성북구 정릉제1동(1129062000)","17,819","17,819","1,232","1,644","2,218","2,354","2,926","2,868","2,332","1,411","745","88","1","8,526","8,526","645","837","1,084","1,145","1,419","1,392","1,092","599","284","29","0","9,293","9,293","587","807","1,134","1,209","1,507","1,476","1,240","812","461","59","1"
"서울특별시 성북구 정릉제2동(1129063000)","22,592","22,592","1,254","1,610","3,049","2,982","3,192","3,829","3,511","2,003","1,044","117","1","10,895","10,895","637","859","1,524","1,486","1,615","1,839","1,600","906","397","31","1","11,697","11,697","617","751","1,525","1,496","1,577","1,990","1,911","1,097","647","86","0"
"서울특별시 성북구 정릉제3동(1129064000)","15,017","15,017","444","932","3,407","1,783","1,579","2,275","2,247","1,444","798","107","1","7,477","7,477","234","509","1,890","1,010","801","1,101","988","629","294","21","0","7,540","7,540","210","423","1,517","773","778","1,174","1,259","815","504","86","1"
"서울특별시 성북구 정릉제4동(1129065000)","24,136","24,136","1,222","1,986","3,075","2,892","3,619","4,208","3,677","2,207","1,107","139","4","11,528","11,528","629","1,024","1,527","1,443","1,768","2,039","1,659","959","445","35","0","12,608","12,608","593","962","1,548","1,449","1,851","2,169","2,018","1,248","662","104","4"
"서울특별시 성북구 길음제1동(1129066000)","34,856","34,856","2,969","4,984","3,412","3,735","7,273","5,763","3,447","2,090","1,063","117","3","16,464","16,464","1,515","2,433","1,635","1,674","3,353","3,019","1,527","848","434","26","0","18,392","18,392","1,454","2,551","1,777","2,061","3,920","2,744","1,920","1,242","629","91","3"
"서울특별시 성북구 길음제2동(1129068500)","21,755","21,755","2,037","2,034","2,507","2,878","3,874","3,683","2,642","1,416","597","85","2","10,389","10,389","1,029","1,067","1,174","1,357","1,848","1,807","1,218","648","219","22","0","11,366","11,366","1,008","967","1,333","1,521","2,026","1,876","1,424","768","378","63","2"
"서울특별시 성북구 종암동(1129070500)","37,794","37,794","2,106","3,440","5,486","4,581","5,851","6,292","5,167","2,918","1,680","266","7","18,669","18,669","1,087","1,881","2,867","2,400","2,840","3,136","2,513","1,225","642","74","4","19,125","19,125","1,019","1,559","2,619","2,181","3,011","3,156","2,654","1,693","1,038","192","3"
"서울특별시 성북구 월곡제1동(1129071500)","25,639","25,639","1,616","2,434","2,836","3,203","4,180","4,334","3,707","2,177","1,051","96","5","12,369","12,369","820","1,215","1,325","1,593","2,080","2,164","1,766","923","459","24","0","13,270","13,270","796","1,219","1,511","1,610","2,100","2,170","1,941","1,254","592","72","5"
"서울특별시 성북구 월곡제2동(1129072500)","18,981","18,981","810","1,371","3,500","2,566","2,516","2,951","2,716","1,606","834","109","2","9,018","9,018","428","709","1,382","1,333","1,266","1,493","1,299","734","348","26","0","9,963","9,963","382","662","2,118","1,233","1,250","1,458","1,417","872","486","83","2"
"서울특별시 성북구 장위제1동(1129076000)","23,440","23,440","1,488","1,744","3,044","3,170","3,539","4,098","3,616","1,808","836","95","2","11,371","11,371","721","889","1,493","1,639","1,819","1,947","1,724","801","316","22","0","12,069","12,069","767","855","1,551","1,531","1,720","2,151","1,892","1,007","520","73","2"
